time,U_R1,U_R2,U_Rb1,U_Rb2,U_Id1,I_E1,I_E2,I_L1,I_Cb1,I_C1,I_R1,I_R2,I_Rb1,I _Rb2, I_Id1, U_E1, U_E2, U_L1, U_Cb1, U_C1 
0.000123994,-6.362,5.91022,0.816535,0.635247,0.635247,-0.0408267,-0.0471887,0.0471887,4.5955e-09,0.0349165,-0.006362,0.00591022,0.0408267,6.35247e-07,0.0408261,1,9.99542,3.63342,0.635247,5.91022
0.000124518,-6.4188,5.92947,0.85295,0.636382,0.636382,-0.0426475,-0.0490663,0.0490663,4.32753e-09,0.036718,-0.0064188,0.00592947,0.0426475,6.36382e-07,0.0426469,1,9.99996,3.58117,0.636382,5.92947
0.000125043,-6.47579,5.94964,0.888697,0.637449,0.637449,-0.0444349,-0.0509107,0.0509107,4.07209e-09,0.0384852,-0.00647579,0.00594964,0.0444349,6.37449e-07,0.0444342,1,9.99366,3.51787,0.637449,5.94964
0.000125567,-6.53284,5.97073,0.923666,0.638453,0.638453,-0.0461833,-0.0527161,0.0527161,3.82783e-09,0.0402126,-0.00653284,0.00597073,0.0461833,6.38453e-07,0.0461826,1,9.9765,3.44366,0.638453,5.97073
0.000126091,-6.58983,5.99269,0.957745,0.639395,0.639395,-0.0478872,-0.0544771,0.0544771,3.59349e-09,0.0418945,-0.00658983,0.00599269,0.0478872,6.39395e-07,0.0478866,1,9.94852,3.35869,0.639395,5.99269
0.000126616,-6.64661,6.01551,0.990825,0.640278,0.640278,-0.0495413,-0.0561879,0.0561879,3.36799e-09,0.0435258,-0.00664661,0.00601551,0.0495413,6.40278e-07,0.0495406,1,9.90975,3.26314,0.640278,6.01551
0.00012714,-6.70306,6.03916,1.0228,0.641103,0.641103,-0.0511401,-0.0578431,0.0578431,3.15032e-09,0.0451009,-0.00670306,0.00603916,0.0511401,6.41103e-07,0.0511394,1,9.86023,3.15716,0.641103,6.03916
0.000127664,-6.75904,6.0636,1.05357,0.641874,0.641874,-0.0526784,-0.0594375,0.0594375,2.93957e-09,0.0466148,-0.00675904,0.0060636,0.0526784,6.41874e-07,0.0526778,1,9.8,3.04096,0.641874,6.0636
0.000128188,-6.81441,6.0888,1.08302,0.642591,0.642591,-0.0541512,-0.0609656,0.0609656,2.73493e-09,0.0480624,-0.00681441,0.0060888,0.0541512,6.42591e-07,0.0541506,1,9.72914,2.91473,0.642591,6.0888
0.000128713,-6.86904,6.11472,1.11107,0.643256,0.643256,-0.0555534,-0.0624225,0.0624225,2.53558e-09,0.0494387,-0.00686904,0.00611472,0.0555534,6.43256e-07,0.0555528,1,9.64773,2.77869,0.643256,6.11472
0.000129237,-6.92279,6.14132,1.1376,0.643869,0.643869,-0.0568802,-0.063803,0.063803,2.34085e-09,0.0507388,-0.00692279,0.00614132,0.0568802,6.43869e-07,0.0568795,1,9.55584,2.63305,0.643869,6.14132
0.000129761,-6.97552,6.16856,1.16253,0.644433,0.644433,-0.0581267,-0.0651022,0.0651022,2.15005e-09,0.0519581,-0.00697552,0.00616856,0.0581267,6.44433e-07,0.058126,1,9.45359,2.47807,0.644433,6.16856
0.000130286,-7.02711,6.19639,1.18577,0.644947,0.644947,-0.0592883,-0.0663154,0.0663154,1.96254e-09,0.0530919,-0.00702711,0.00619639,0.0592883,6.44947e-07,0.0592876,1,9.34108,2.31397,0.644947,6.19639
0.00013081,-7.0774,6.22478,1.20721,0.645413,0.645413,-0.0603605,-0.0674379,0.0674379,1.7777e-09,0.0541357,-0.0070774,0.00622478,0.0603605,6.45413e-07,0.0603598,1,9.21843,2.14103,0.645413,6.22478
0.000131334,-7.12627,6.25366,1.22678,0.645831,0.645831,-0.061339,-0.0684652,0.0684652,1.59493e-09,0.0550853,-0.00712627,0.00625366,0.061339,6.45831e-07,0.0613383,1,9.08579,1.95952,0.645831,6.25366
0.000131858,-7.17358,6.28298,1.24439,0.646202,0.646202,-0.0622195,-0.0693931,0.0693931,1.41366e-09,0.0559365,-0.00717358,0.00628298,0.0622195,6.46202e-07,0.0622188,1,8.94328,1.7697,0.646202,6.28298
0.000132383,-7.21919,6.3127,1.25996,0.646525,0.646525,-0.062998,-0.0702172,0.0702172,1.2333e-09,0.0566853,-0.00721919,0.0063127,0.062998,6.46525e-07,0.0629973,1,8.79107,1.57188,0.646525,6.3127
0.000132907,-7.26297,6.34276,1.27341,0.646801,0.646801,-0.0636706,-0.0709335,0.0709335,1.05328e-09,0.0573278,-0.00726297,0.00634276,0.0636706,6.46801e-07,0.0636699,1,8.62931,1.36634,0.646801,6.34276
0.000133431,-7.30479,6.37309,1.28467,0.64703,0.64703,-0.0642335,-0.0715383,0.0715383,8.72998e-10,0.0578604,-0.00730479,0.00637309,0.0642335,6.4703e-07,0.0642328,1,8.4582,1.15341,0.64703,6.37309
0.000133956,-7.34452,6.40365,1.29366,0.647212,0.647212,-0.0646831,-0.0720276,0.0720276,6.91861e-10,0.0582794,-0.00734452,0.00640365,0.0646831,6.47212e-07,0.0646824,1,8.27791,0.933384,0.647212,6.40365
0.00013448,-7.38203,6.43436,1.30032,0.647345,0.647345,-0.0650161,-0.0723981,0.0723981,5.09237e-10,0.0585817,-0.00738203,0.00643436,0.0650161,6.47345e-07,0.0650154,1,8.08863,0.706603,0.647345,6.43436
0.000135004,-7.41719,6.46517,1.30458,0.64743,0.64743,-0.0652291,-0.0726463,0.0726463,3.24467e-10,0.0587639,-0.00741719,0.00646517,0.0652291,6.4743e-07,0.0652284,1,7.89058,0.473397,0.64743,6.46517
0.000135528,-7.44986,6.49601,1.30638,0.647466,0.647466,-0.0653192,-0.072769,0.072769,1.36848e-10,0.0588231,-0.00744986,0.00649601,0.0653192,6.47466e-07,0.0653185,1,7.68397,0.234107,0.647466,6.49601
0.000136053,-7.47994,6.52682,1.30567,0.647452,0.647452,-0.0652834,-0.0727633,0.0727633,-5.43745e-11,0.0587565,-0.00747994,0.00652682,0.0652834,6.47452e-07,0.0652827,1,7.46902,-0.0109191,0.647452,6.52682
0.000136577,-7.50729,6.55752,1.30238,0.647386,0.647386,-0.065119,-0.0726263,0.0726263,-2.50021e-10,0.0585615,-0.00750729,0.00655752,0.065119,6.47386e-07,0.0651183,1,7.24596,-0.261325,0.647386,6.55752
0.000137101,-7.53179,6.58805,1.29647,0.647268,0.647268,-0.0648236,-0.0723554,0.0723554,-4.50994e-10,0.0582355,-0.00753179,0.00658805,0.0648236,6.47268e-07,0.0648229,1,7.01505,-0.516748,0.647268,6.58805
0.000137626,-7.55334,6.61835,1.28789,0.647095,0.647095,-0.0643947,-0.0719481,0.0719481,-6.58294e-10,0.0577764,-0.00755334,0.00661835,0.0643947,6.47095e-07,0.0643941,1,6.77652,-0.77682,0.647095,6.61835
0.00013815,-7.5718,6.64833,1.27661,0.646867,0.646867,-0.0638304,-0.0714022,0.0714022,-8.7304e-10,0.0571821,-0.0075718,0.00664833,0.0638304,6.46867e-07,0.0638298,1,6.53063,-1.04117,0.646867,6.64833
0.000138674,-7.58707,6.67792,1.26257,0.646579,0.646579,-0.0631286,-0.0707157,0.0707157,-1.0965e-09,0.0564507,-0.00758707,0.00667792,0.0631286,6.46579e-07,0.063128,1,6.27766,-1.30941,0.646579,6.67792
0.000139198,-7.59905,6.70706,1.24575,0.64623,0.64623,-0.0622877,-0.0698867,0.0698867,-1.33013e-09,0.0555806,-0.00759905,0.00670706,0.0622877,6.4623e-07,0.062287,1,6.01788,-1.58116,0.64623,6.70706
0.000139723,-7.60761,6.73567,1.22612,0.645817,0.645817,-0.061306,-0.0689136,0.0689136,-1.57559e-09,0.0545703,-0.00760761,0.00673567,0.061306,6.45817e-07,0.0613054,1,5.75157,-1.85604,0.645817,6.73567
0.000140247,-7.61266,6.76368,1.20365,0.645336,0.645336,-0.0601823,-0.067795,0.067795,-1.83482e-09,0.0534186,-0.00761266,0.00676368,0.0601823,6.45336e-07,0.0601817,1,5.47902,-2.13364,0.645336,6.76368
0.000140771,-7.6141,6.79101,1.17831,0.644783,0.644783,-0.0589155,-0.0665296,0.0665296,-2.11011e-09,0.0521245,-0.0076141,0.00679101,0.0589155,6.44783e-07,0.0589148,1,5.20053,-2.41357,0.644783,6.79101
0.000141296,-7.61183,6.81758,1.15009,0.644153,0.644153,-0.0575046,-0.0651164,0.0651164,-2.40415e-09,0.050687,-0.00761183,0.00681758,0.0575046,6.44153e-07,0.0575039,1,4.91639,-2.69544,0.644153,6.81758
0.00014182,-7.60574,6.84333,1.11898,0.64344,0.64344,-0.0559489,-0.0635546,0.0635546,-2.72019e-09,0.0491055,-0.00760574,0.00684333,0.0559489,6.4344e-07,0.0559482,1,4.62691,-2.97883,0.64344,6.84333
0.000142344,-7.59576,6.86817,1.08496,0.642637,0.642637,-0.0542479,-0.0618437,0.0618437,-3.06215e-09,0.0473798,-0.00759576,0.00686817,0.0542479,6.42637e-07,0.0542473,1,4.33242,-3.26335,0.642637,6.86817
0.000142868,-7.58179,6.89203,1.04803,0.641737,0.641737,-0.0524014,-0.0599832,0.0599832,-3.43482e-09,0.0455094,-0.00758179,0.00689203,0.0524014,6.41737e-07,0.0524008,1,4.03322,-3.54857,0.641737,6.89203
0.000143393,-7.56375,6.91483,1.00819,0.640729,0.640729,-0.0504093,-0.057973,0.057973,-3.84415e-09,0.0434945,-0.00756375,0.00691483,0.0504093,6.40729e-07,0.0504087,1,3.72965,-3.8341,0.640729,6.91483
0.000143917,-7.54154,6.9365,0.965434,0.639603,0.639603,-0.0482717,-0.0558132,0.0558132,-4.29764e-09,0.0413352,-0.00754154,0.0069365,0.0482717,6.39603e-07,0.0482711,1,3.42203,-4.11951,0.639603,6.9365
0.000144441,-7.51509,6.95697,0.91978,0.638343,0.638343,-0.045989,-0.0535041,0.0535041,-4.8048e-09,0.039032,-0.00751509,0.00695697,0.045989,6.38343e-07,0.0459883,1,3.1107,-4.40439,0.638343,6.95697
0.000144966,-7.48432,6.97615,0.871234,0.636933,0.636933,-0.0435617,-0.051046,0.051046,-5.37802e-09,0.0365856,-0.00748432,0.00697615,0.0435617,6.36933e-07,0.0435611,1,2.79599,-4.68832,0.636933,6.97615
0.00014549,-7.44914,6.99397,0.819814,0.635352,0.635352,-0.0409907,-0.0484399,0.0484399,-6.03364e-09,0.0339967,-0.00744914,0.00699397,0.0409907,6.35352e-07,0.0409901,1,2.47825,-4.97089,0.635352,6.99397
0.000146014,-7.40948,7.01037,0.76554,0.633571,0.633571,-0.038277,-0.0456865,0.0456865,-6.79372e-09,0.0312666,-0.00740948,0.00701037,0.038277,6.33571e-07,0.0382764,1,2.15782,-5.25166,0.633571,7.01037
0.000146538,-7.36524,7.02525,0.708436,0.631555,0.631555,-0.0354218,-0.0427871,0.0427871,-7.68885e-09,0.0283966,-0.00736524,0.00702525,0.0354218,6.31555e-07,0.0354212,1,1.83505,-5.5302,0.631555,7.02525
0.000147063,-7.31636,7.03856,0.648533,0.629258,0.629258,-0.0324267,-0.039743,0.039743,-8.76261e-09,0.0253881,-0.00731636,0.00703856,0.0324267,6.29258e-07,0.032426,1,1.51029,-5.80607,0.629258,7.03856
0.000147587,-7.26271,7.05023,0.585865,0.626616,0.626616,-0.0292933,-0.036556,0.036556,-1.00794e-08,0.022243,-0.00726271,0.00705023,0.0292933,6.26616e-07,0.0292926,1,1.18388,-6.07882,0.626616,7.05023
0.000148111,-7.20418,7.06017,0.520472,0.623538,0.623538,-0.0260236,-0.0332278,0.0332278,-1.17387e-08,0.0189634,-0.00720418,0.00706017,0.0260236,6.23538e-07,0.026023,1,0.856198,-6.34798,0.623538,7.06017
0.000148636,-7.14062,7.06832,0.452401,0.619894,0.619894,-0.02262,-0.0297607,0.0297607,-1.39025e-08,0.0155517,-0.00714062,0.00706832,0.02262,6.19894e-07,0.0226194,1,0.527583,-6.61303,0.619894,7.06832
0.00014916,-7.0718,7.07462,0.381704,0.615476,0.615476,-0.0190852,-0.026157,0.026157,-1.68537e-08,0.0120106,-0.0070718,0.00707462,0.0190852,6.15476e-07,0.0190846,1,0.198395,-6.8734,0.615476,7.07462
0.000149684,-6.99737,7.07899,0.308446,0.609935,0.609935,-0.0154223,-0.0224197,0.0224197,-2.11362e-08,0.00834332,-0.00699737,0.00707899,0.0154223,6.09935e-07,0.0154217,1,-0.131008,-7.12838,0.609935,7.07899
0.000150209,-6.9167,7.08138,0.232707,0.602609,0.602609,-0.0116353,-0.018552,0.018552,-2.79475e-08,0.00455395,-0.0069167,0.00708138,0.0116353,6.02609e-07,0.0116348,1,-0.460269,-7.37697,0.602609,7.08138
0.000150733,-6.8283,7.08172,0.154601,0.591976,0.591976,-0.00773006,-0.0145584,0.0145584,-4.05607e-08,0.000648338,-0.0068283,0.00708172,0.00773006,5.91976e-07,0.00772951,1,-0.789031,-7.61733,0.591976,7.08172
0.000151257,-6.72727,7.07996,0.0743691,0.572947,0.572947,-0.00371846,-0.0104457,0.0104457,-7.25885e-08,-0.0033615,-0.00672727,0.00707996,0.00371846,5.72947e-07,0.00371796,1,-1.11694,-7.84421,0.572947,7.07996
0.000151781,-6.35683,7.07625,-1.57197e-05,0.280598,0.280598,7.85987e-07,-0.00635604,0.00635604,-1.11522e-06,-0.00707703,-0.00635683,0.00707625,-7.85987e-07,2.80598e-07,4.86403e-08,1,-1.44363,-7.80046,0.280598,7.07625
0.000152306,-3.57008,7.07253,-0.000262354,-2.50219,-2.50219,1.31177e-05,-0.00355696,0.00355696,-1.06155e-05,-0.00708565,-0.00357008,0.00707253,-1.31177e-05,-2.50219e-06,-1e-12,1,-1.76876,-5.33883,-2.50219,7.07253
0.00015283,-1.62176,7.06882,-0.0002373,-4.44682,-4.44682,1.1865e-05,-0.0016099,0.0016099,-7.41816e-06,-0.00708069,-0.00162176,0.00706882,-1.1865e-05,-4.44682e-06,-1e-12,1,-2.09196,-3.71373,-4.44682,7.06882
0.000153354,-0.233521,7.06511,-0.00022226,-5.83137,-5.83137,1.1113e-05,-0.000222408,0.000222408,-5.28162e-06,-0.00707622,-0.000233521,0.00706511,-1.1113e-05,-5.83137e-06,-1e-12,1,-2.4129,-2.64642,-5.83137,7.06511
0.000153879,0.786474,7.0614,-0.00021449,-6.84766,-6.84766,1.07245e-05,0.000797199,-0.000797199,-3.87686e-06,-0.00707213,0.000786474,0.0070614,-1.07245e-05,-6.84766e-06,-1e-12,1,-2.73122,-1.94475,-6.84766,7.0614
0.000154403,1.56395,7.0577,-0.000211463,-7.62144,-7.62144,1.05731e-05,0.00157452,-0.00157452,-2.95171e-06,-0.00706827,0.00156395,0.0070577,-1.05731e-05,-7.62144e-06,-1e-12,1,-3.04658,-1.48263,-7.62144,7.0577
0.000154927,2.18124,7.05399,-0.000211513,-8.23502,-8.23502,1.05757e-05,0.00219181,-0.00219181,-2.34064e-06,-0.00706457,0.00218124,0.00705399,-1.05757e-05,-8.23502e-06,-1e-12,1,-3.35863,-1.17739,-8.23502,7.05399
0.000155451,2.69222,7.05029,-0.000213548,-8.7423,-8.7423,1.06774e-05,0.0027029,-0.0027029,-1.93511e-06,-0.00706097,0.00269222,0.00705029,-1.06774e-05,-8.7423e-06,-1e-12,1,-3.66703,-0.974814,-8.7423,7.05029
0.000155976,3.13211,7.04659,-0.000216849,-9.17849,-9.17849,1.08424e-05,0.00314296,-0.00314296,-1.66394e-06,-0.00705743,0.00313211,0.00704659,-1.08424e-05,-9.17849e-06,-1e-12,1,-3.97146,-0.839346,-9.17849,7.04659
0.0001565,3.52391,7.04289,-0.00022094,-9.56658,-9.56658,1.1047e-05,0.00353495,-0.00353495,-1.48044e-06,-0.00705394,0.00352391,0.00704289,-1.1047e-05,-9.56658e-06,-1e-12,1,-4.27158,-0.747673,-9.56658,7.04289
0.000157024,3.88255,7.0392,-0.000225511,-9.92153,-9.92153,1.12755e-05,0.00389383,-0.00389383,-1.35402e-06,-0.00705047,0.00388255,0.0070392,-1.12755e-05,-9.92153e-06,-1e-12,1,-4.56706,-0.684506,-9.92153,7.0392
0.000157549,4.21776,7.0355,-0.000230353,-10.253,-10.253,1.15176e-05,0.00422928,-0.00422928,-1.26461e-06,-0.00704702,0.00421776,0.0070355,-1.15176e-05,-1.0253e-05,-1e-12,1,-4.85759,-0.639823,-10.253,7.0355
0.000158073,4.53579,7.03181,-0.000235328,-10.5674,-10.5674,1.17664e-05,0.00454755,-0.00454755,-1.19906e-06,-0.00704358,0.00453579,0.00703181,-1.17664e-05,-1.05674e-05,-1e-12,1,-5.14284,-0.607056,-10.5674,7.03181
0.000158597,4.84062,7.02812,-0.000240345,-10.8685,-10.8685,1.20172e-05,0.00485264,-0.00485264,-1.14874e-06,-0.00704013,0.00484062,0.00702812,-1.20172e-05,-1.08685e-05,-1e-12,1,-5.42252,-0.581899,-10.8685,7.02812
0.000159121,5.13478,7.02443,-0.00024534,-11.159,-11.159,1.2267e-05,0.00514704,-0.00514704,-1.10802e-06,-0.0070367,0.00513478,0.00702443,-1.2267e-05,-1.1159e-05,-1e-12,1,-5.69631,-0.561535,-11.159,7.02443
0.000159646,5.4198,7.02074,-0.00025027,-11.4403,-11.4403,1.25135e-05,0.00543232,-0.00543232,-1.07321e-06,-0.00703325,0.0054198,0.00702074,-1.25135e-05,-1.14403e-05,-1e-12,1,-5.96392,-0.544118,-11.4403,7.02074
0.00016017,5.69662,7.01706,-0.000255106,-11.7134,-11.7134,1.27553e-05,0.00570937,-0.00570937,-1.04189e-06,-0.00702981,0.00569662,0.00701706,-1.27553e-05,-1.17134e-05,-1e-12,1,-6.22506,-0.528443,-11.7134,7.01706
0.000160694,5.96572,7.01337,-0.000259826,-11.9788,-11.9788,1.29913e-05,0.00597871,-0.00597871,-1.01248e-06,-0.00702636,0.00596572,0.00701337,-1.29913e-05,-1.19788e-05,-1e-12,1,-6.47945,-0.513724,-11.9788,7.01337
0.000161219,6.22735,7.00969,-0.000264415,-12.2368,-12.2368,1.32207e-05,0.00624057,-0.00624057,-9.83965e-07,-0.00702291,0.00622735,0.00700969,-1.32207e-05,-1.22368e-05,-1e-12,1,-6.7268,-0.499452,-12.2368,7.00969
0.000161743,6.48156,7.00601,-0.00026886,-12.4873,-12.4873,1.3443e-05,0.006495,-0.006495,-9.55686e-07,-0.00701945,0.00648156,0.00700601,-1.3443e-05,-1.24873e-05,-1e-12,1,-6.96686,-0.485295,-12.4873,7.00601
0.000162267,6.72831,7.00233,-0.000273152,-12.7304,-12.7304,1.36576e-05,0.00674197,-0.00674197,-9.27219e-07,-0.00701599,0.00672831,0.00700233,-1.36576e-05,-1.27304e-05,-1e-12,1,-7.19935,-0.471043,-12.7304,7.00233
0.000162791,6.96747,6.99865,-0.000277283,-12.9658,-12.9658,1.38641e-05,0.00698134,-0.00698134,-8.98297e-07,-0.00701252,0.00696747,0.00699865,-1.38641e-05,-1.29658e-05,-1e-12,1,-7.42404,-0.456563,-12.9658,6.99865
0.000163316,7.19889,6.99498,-0.000281247,-13.1936,-13.1936,1.40623e-05,0.00721295,-0.00721295,-8.68756e-07,-0.00700904,0.00719889,0.00699498,-1.40623e-05,-1.31936e-05,-1e-12,1,-7.64066,-0.441773,-13.1936,6.99498
0.00016384,7.42238,6.99131,-0.000285038,-13.4134,-13.4134,1.42519e-05,0.00743663,-0.00743663,-8.38502e-07,-0.00700556,0.00742238,0.00699131,-1.42519e-05,-1.34134e-05,-1e-12,1,-7.849,-0.426625,-13.4134,6.99131
0.000164364,7.63773,6.98764,-0.000288651,-13.6251,-13.6251,1.44326e-05,0.00765216,-0.00765216,-8.07482e-07,-0.00700207,0.00763773,0.00698764,-1.44326e-05,-1.36251e-05,-1e-12,1,-8.04882,-0.411095,-13.6251,6.98764
0.000164889,7.84474,6.98397,-0.000292082,-13.8284,-13.8284,1.46041e-05,0.00785934,-0.00785934,-7.75676e-07,-0.00699857,0.00784474,0.00698397,-1.46041e-05,-1.38284e-05,-1e-12,1,-8.23991,-0.39517,-13.8284,6.98397
0.000165413,8.0432,6.9803,-0.000295326,-14.0232,-14.0232,1.47663e-05,0.00805797,-0.00805797,-7.43081e-07,-0.00699506,0.0080432,0.0069803,-1.47663e-05,-1.40232e-05,-1e-12,1,-8.42205,-0.378851,-14.0232,6.9803
0.000165937,8.23292,6.97663,-0.000298379,-14.2093,-14.2093,1.4919e-05,0.00824784,-0.00824784,-7.09711e-07,-0.00699155,0.00823292,0.00697663,-1.4919e-05,-1.42093e-05,-1e-12,1,-8.59506,-0.362144,-14.2093,6.97663
0.000166461,8.41369,6.97297,-0.000301239,-14.3864,-14.3864,1.50619e-05,0.00842875,-0.00842875,-6.75584e-07,-0.00698803,0.00841369,0.00697297,-1.50619e-05,-1.43864e-05,-1e-12,1,-8.75874,-0.345058,-14.3864,6.97297
0.000166986,8.58531,6.96931,-0.000303901,-14.5543,-14.5543,1.5195e-05,0.00860051,-0.00860051,-6.40729e-07,-0.0069845,0.00858531,0.00696931,-1.5195e-05,-1.45543e-05,-1e-12,1,-8.91292,-0.327608,-14.5543,6.96931
0.00016751,8.74762,6.96565,-0.000306363,-14.713,-14.713,1.53181e-05,0.00876294,-0.00876294,-6.05176e-07,-0.00698097,0.00874762,0.00696565,-1.53181e-05,-1.4713e-05,-1e-12,1,-9.05743,-0.309808,-14.713,6.96565
0.000168034,8.90043,6.96199,-0.000308621,-14.8621,-14.8621,1.54311e-05,0.00891586,-0.00891586,-5.68959e-07,-0.00697742,0.00890043,0.00696199,-1.54311e-05,-1.48621e-05,-1e-12,1,-9.1921,-0.291677,-14.8621,6.96199
0.000168559,9.04358,6.95833,-0.000310674,-15.0016,-15.0016,1.55337e-05,0.00905911,-0.00905911,-5.32116e-07,-0.00697387,0.00904358,0.00695833,-1.55337e-05,-1.50016e-05,-1e-12,1,-9.31681,-0.273231,-15.0016,6.95833
0.000169083,9.17691,6.95468,-0.000312519,-15.1313,-15.1313,1.5626e-05,0.00919254,-0.00919254,-4.94683e-07,-0.0069703,0.00917691,0.00695468,-1.5626e-05,-1.51313e-05,-1e-12,1,-9.4314,-0.254491,-15.1313,6.95468
0.000169607,9.30029,6.95103,-0.000314154,-15.251,-15.251,1.57077e-05,0.009316,-0.009316,-4.56701e-07,-0.00696673,0.00930029,0.00695103,-1.57077e-05,-1.5251e-05,-1e-12,1,-9.53576,-0.235476,-15.251,6.95103
0.000170131,9.41357,6.94738,-0.000315577,-15.3606,-15.3606,1.57788e-05,0.00942935,-0.00942935,-4.1821e-07,-0.00696315,0.00941357,0.00694738,-1.57788e-05,-1.53606e-05,-1e-12,1,-9.62978,-0.216207,-15.3606,6.94738
0.000170656,9.51664,6.94373,-0.000316786,-15.46,-15.46,1.58393e-05,0.00953248,-0.00953248,-3.79251e-07,-0.00695957,0.00951664,0.00694373,-1.58393e-05,-1.546e-05,-1e-12,1,-9.71334,-0.196703,-15.46,6.94373
0.00017118,9.60938,6.94008,-0.00031778,-15.5491,-15.5491,1.5889e-05,0.00962527,-0.00962527,-3.39867e-07,-0.00695597,0.00960938,0.00694008,-1.5889e-05,-1.55491e-05,-1e-12,1,-9.78637,-0.176986,-15.5491,6.94008
0.000171704,9.6917,6.93643,-0.000318558,-15.6278,-15.6278,1.59279e-05,0.00970762,-0.00970762,-3.00098e-07,-0.00695236,0.0096917,0.00693643,-1.59279e-05,-1.56278e-05,-1e-12,1,-9.84877,-0.157077,-15.6278,6.93643
0.000172229,9.76349,6.93279,-0.000319119,-15.696,-15.696,1.5956e-05,0.00977945,-0.00977945,-2.5999e-07,-0.00694875,0.00976349,0.00693279,-1.5956e-05,-1.5696e-05,-1e-12,1,-9.90049,-0.136998,-15.696,6.93279
0.000172753,9.8247,6.92915,-0.000319462,-15.7535,-15.7535,1.59731e-05,0.00984067,-0.00984067,-2.19584e-07,-0.00694512,0.0098247,0.00692915,-1.59731e-05,-1.57535e-05,-1e-12,1,-9.94147,-0.11677,-15.7535,6.92915
0.000173277,9.87524,6.92551,-0.000319587,-15.8004,-15.8004,1.59794e-05,0.00989122,-0.00989122,-1.78925e-07,-0.00694149,0.00987524,0.00692551,-1.59794e-05,-1.58004e-05,-1e-12,1,-9.97166,-0.0964162,-15.8004,6.92551
0.000173801,9.91507,6.92187,-0.000319494,-15.8366,-15.8366,1.59747e-05,0.00993105,-0.00993105,-1.38057e-07,-0.00693785,0.00991507,0.00692187,-1.59747e-05,-1.58366e-05,-1e-12,1,-9.99103,-0.0759573,-15.8366,6.92187
0.000174326,9.94414,6.91824,-0.000319182,-15.8621,-15.8621,1.59591e-05,0.0099601,-0.0099601,-9.70243e-08,-0.0069342,0.00994414,0.00691824,-1.59591e-05,-1.58621e-05,-1e-12,1,-9.99956,-0.055416,-15.8621,6.91824
0.00017485,9.96242,6.9146,-0.000318652,-15.8767,-15.8767,1.59326e-05,0.00997835,-0.00997835,-5.58712e-08,-0.00693054,0.00996242,0.0069146,-1.59326e-05,-1.58767e-05,-1e-12,1,-9.99723,-0.0348146,-15.8767,6.9146
0.000175374,9.96989,6.91097,-0.000317904,-15.8805,-15.8805,1.58952e-05,0.00998578,-0.00998578,-1.46426e-08,-0.00692687,0.00996989,0.00691097,-1.58952e-05,-1.58805e-05,-1e-12,1,-9.98406,-0.0141754,-15.8805,6.91097
0.000175899,9.96654,6.90734,-0.000316939,-15.8736,-15.8736,1.5847e-05,0.00998239,-0.00998239,2.6617e-08,-0.00692319,0.00996654,0.00690734,-1.5847e-05,-1.58736e-05,-1e-12,1,-9.96006,0.00647916,-15.8736,6.90734
0.000176423,9.95238,6.90371,-0.000315758,-15.8558,-15.8558,1.57879e-05,0.00996816,-0.00996816,6.78627e-08,-0.0069195,0.00995238,0.00690371,-1.57879e-05,-1.58558e-05,-1e-12,1,-9.92525,0.0271267,-15.8558,6.90371
0.000176947,9.92741,6.90009,-0.000314363,-15.8272,-15.8272,1.57181e-05,0.00994313,-0.00994313,1.0905e-07,-0.00691581,0.00992741,0.00690009,-1.57181e-05,-1.58272e-05,-1e-12,1,-9.87967,0.0477448,-15.8272,6.90009
0.000177471,9.89168,6.89647,-0.000312754,-15.7878,-15.7878,1.56377e-05,0.00990732,-0.00990732,1.50133e-07,-0.0069121,0.00989168,0.00689647,-1.56377e-05,-1.57878e-05,-1e-12,1,-9.82337,0.0683111,-15.7878,6.89647
0.000177996,9.84521,6.89284,-0.000310934,-15.7377,-15.7377,1.55467e-05,0.00986076,-0.00986076,1.91069e-07,-0.00690839,0.00984521,0.00689284,-1.55467e-05,-1.57377e-05,-1e-12,1,-9.75641,0.0888033,-15.7377,6.89284
0.00017852,9.78806,6.88922,-0.000308903,-15.677,-15.677,1.54452e-05,0.00980351,-0.00980351,2.31813e-07,-0.00690467,0.00978806,0.00688922,-1.54452e-05,-1.5677e-05,-1e-12,1,-9.67886,0.109199,-15.677,6.88922
0.000179044,9.72029,6.88561,-0.000306665,-15.6056,-15.6056,1.53333e-05,0.00973563,-0.00973563,2.72319e-07,-0.00690094,0.00972029,0.00688561,-1.53333e-05,-1.56056e-05,-1e-12,1,-9.59082,0.129476,-15.6056,6.88561
0.000179569,9.64197,6.88199,-0.000304222,-15.5237,-15.5237,1.52111e-05,0.00965718,-0.00965718,3.12546e-07,-0.0068972,0.00964197,0.00688199,-1.52111e-05,-1.55237e-05,-1e-12,1,-9.49236,0.149613,-15.5237,6.88199
0.000180093,9.55319,6.87837,-0.000301576,-15.4313,-15.4313,1.50788e-05,0.00956827,-0.00956827,3.52448e-07,-0.00689345,0.00955319,0.00687837,-1.50788e-05,-1.54313e-05,-1e-12,1,-9.38361,0.169588,-15.4313,6.87837
0.000180617,9.45405,6.87476,-0.000298731,-15.3285,-15.3285,1.49365e-05,0.00946898,-0.00946898,3.91982e-07,-0.0068897,0.00945405,0.00687476,-1.49365e-05,-1.53285e-05,-1e-12,1,-9.26467,0.189378,-15.3285,6.87476
