time,U_R1,U_R2,U_Rb1,U_Rb2,U_Id1,I_E1,I_E2,I_L1,I_Cb1,I_C1,I_R1,I_R2,I_Rb1,I _Rb2, I_Id1, U_E1, U_E2, U_L1, U_Cb1, U_C1 
0.00039977,0.441249,7.30168,-0.000109554,-6.74282,-6.74282,5.47772e-06,0.000446726,-0.000446726,1.2651e-06,-0.00730715,0.000441249,0.00730168,-5.47772e-06,-6.74282e-06,-1e-12,1,0.184645,0.625894,-6.74282,7.30168
0.000400294,0.112956,7.29785,-0.000102876,-6.4107,-6.4107,5.14379e-06,0.0001181,-0.0001181,1.26692e-06,-0.00730299,0.000112956,0.00729785,-5.14379e-06,-6.4107e-06,-1e-12,1,0.513849,0.626805,-6.4107,7.29785
0.000400818,-0.215459,7.29402,-9.62218e-05,-6.07847,-6.07847,4.81109e-06,-0.000210648,0.000210648,1.26738e-06,-0.00729883,-0.000215459,0.00729402,-4.81109e-06,-6.07847e-06,-1e-12,1,0.842495,0.627036,-6.07847,7.29402
0.000401342,-0.54364,7.2902,-8.95998e-05,-5.74647,-5.74647,4.47999e-06,-0.00053916,0.00053916,1.26648e-06,-0.00729468,-0.00054364,0.0072902,-4.47999e-06,-5.74647e-06,-1e-12,1,1.17023,0.626587,-5.74647,7.2902
0.000401867,-0.871231,7.28637,-8.30169e-05,-5.41506,-5.41506,4.15084e-06,-0.00086708,0.00086708,1.26422e-06,-0.00729052,-0.000871231,0.00728637,-4.15084e-06,-5.41506e-06,-1e-12,1,1.49669,0.625459,-5.41506,7.28637
0.000402391,-1.19788,7.28255,-7.648e-05,-5.0846,-5.0846,3.824e-06,-0.00119405,0.00119405,1.2606e-06,-0.00728638,-0.00119788,0.00728255,-3.824e-06,-5.0846e-06,-1e-12,1,1.82153,0.623651,-5.0846,7.28255
0.000402915,-1.52322,7.27874,-6.99961e-05,-4.75544,-4.75544,3.49981e-06,-0.00151972,0.00151972,1.25564e-06,-0.00728224,-0.00152322,0.00727874,-3.49981e-06,-4.75544e-06,-1e-12,1,2.14439,0.621167,-4.75544,7.27874
0.00040344,-1.84692,7.27492,-6.35723e-05,-4.42794,-4.42794,3.17862e-06,-0.00184374,0.00184374,1.24932e-06,-0.0072781,-0.00184692,0.00727492,-3.17862e-06,-4.42794e-06,-1e-12,1,2.46493,0.618009,-4.42794,7.27492
0.000403964,-2.16861,7.27111,-5.72155e-05,-4.10244,-4.10244,2.86077e-06,-0.00216575,0.00216575,1.24167e-06,-0.00727397,-0.00216861,0.00727111,-2.86077e-06,-4.10244e-06,-1e-12,1,2.78279,0.61418,-4.10244,7.27111
0.000404488,-2.48794,7.26729,-5.09323e-05,-3.7793,-3.7793,2.54662e-06,-0.0024854,0.0024854,1.23269e-06,-0.00726984,-0.00248794,0.00726729,-2.54662e-06,-3.7793e-06,-1e-12,1,3.09763,0.609685,-3.7793,7.26729
0.000405012,-2.80458,7.26349,-4.47297e-05,-3.45886,-3.45886,2.23648e-06,-0.00280234,0.00280234,1.22238e-06,-0.00726572,-0.00280458,0.00726349,-2.23648e-06,-3.45886e-06,-1e-12,1,3.40911,0.604528,-3.45886,7.26349
0.000405537,-3.11817,7.25968,-3.86141e-05,-3.14147,-3.14147,1.93071e-06,-0.00311624,0.00311624,1.21076e-06,-0.00726161,-0.00311817,0.00725968,-1.93071e-06,-3.14147e-06,-1e-12,1,3.71689,0.598715,-3.14147,7.25968
0.000406061,-3.42838,7.25587,-3.25922e-05,-2.82746,-2.82746,1.62961e-06,-0.00342675,0.00342675,1.19785e-06,-0.0072575,-0.00342838,0.00725587,-1.62961e-06,-2.82746e-06,-1e-12,1,4.02063,0.592253,-2.82746,7.25587
0.000406585,-3.73487,7.25207,-2.66705e-05,-2.51717,-2.51717,1.33352e-06,-0.00373354,0.00373354,1.18365e-06,-0.0072534,-0.00373487,0.00725207,-1.33352e-06,-2.51717e-06,-1e-12,1,4.32002,0.585148,-2.51717,7.25207
0.00040711,-4.03731,7.24827,-2.08552e-05,-2.21094,-2.21094,1.04276e-06,-0.00403627,0.00403627,1.16818e-06,-0.00724931,-0.00403731,0.00724827,-1.04276e-06,-2.21094e-06,-1e-12,1,4.61472,0.577408,-2.21094,7.24827
0.000407634,-4.33537,7.24447,-1.51526e-05,-1.90909,-1.90909,7.57628e-07,-0.00433461,0.00433461,1.15146e-06,-0.00724523,-0.00433537,0.00724447,-7.57628e-07,-1.90909e-06,-1e-12,1,4.90441,0.569041,-1.90909,7.24447
0.000408158,-4.62872,7.24067,-9.56876e-06,-1.61195,-1.61195,4.78438e-07,-0.00462824,0.00462824,1.13351e-06,-0.00724115,-0.00462872,0.00724067,-4.78438e-07,-1.61195e-06,-1e-12,1,5.18877,0.560057,-1.61195,7.24067
0.000408682,-4.91705,7.23688,-4.10973e-06,-1.31983,-1.31983,2.05486e-07,-0.00491684,0.00491684,1.11434e-06,-0.00723709,-0.00491705,0.00723688,-2.05486e-07,-1.31983e-06,-1e-12,1,5.46751,0.550466,-1.31983,7.23688
0.000409207,-5.20004,7.23309,1.21869e-06,-1.03305,-1.03305,-6.09343e-08,-0.0052001,0.0052001,1.09398e-06,-0.00723303,-0.00520004,0.00723309,6.09343e-08,-1.03305e-06,-1e-12,1,5.74032,0.540277,-1.03305,7.23309
0.000409731,-5.47739,7.2293,6.41078e-06,-0.751911,-0.751911,-3.20539e-07,-0.00547771,0.00547771,1.07245e-06,-0.00722898,-0.00547739,0.0072293,3.20539e-07,-7.51911e-07,-1e-12,1,6.0069,0.529502,-0.751911,7.2293
0.000410255,-5.7488,7.22551,1.1461e-05,-0.47672,-0.47672,-5.73051e-07,-0.00574937,0.00574937,1.04977e-06,-0.00722494,-0.0057488,0.00722551,5.73051e-07,-4.7672e-07,-1e-12,1,6.26695,0.518152,-0.47672,7.22551
0.00041078,-6.01397,7.22172,1.6364e-05,-0.207768,-0.207768,-8.18199e-07,-0.00601479,0.00601479,1.02597e-06,-0.00722091,-0.00601397,0.00722172,8.18199e-07,-2.07768e-07,-9.99662e-13,1,6.52021,0.50624,-0.207768,7.22172
0.000411304,-6.27262,7.21794,2.11146e-05,0.0546555,0.0546555,-1.05573e-06,-0.00627367,0.00627367,1.00107e-06,-0.00721688,-0.00627262,0.00721794,1.05573e-06,5.46555e-08,7.18361e-12,1,6.7664,0.493779,0.0546555,7.21794
0.000411828,-6.52436,7.21416,2.87312e-05,0.310169,0.310169,-1.43656e-06,-0.00652579,0.00652579,9.74706e-07,-0.00721272,-0.00652436,0.00721416,1.43656e-06,3.10169e-07,1.51685e-07,1,7.00524,0.480881,0.310169,7.21416
0.000412353,-6.69498,7.21044,0.00229427,0.482247,0.482247,-0.000114714,-0.00680969,0.00680969,6.56427e-07,-0.00709573,-0.00669498,0.00721044,0.000114714,4.82247e-07,0.000113575,1,7.23648,0.541498,0.482247,7.21044
0.000412877,-6.73435,7.2069,0.00911451,0.518335,0.518335,-0.000455726,-0.00719007,0.00719007,1.37664e-07,-0.00675117,-0.00673435,0.0072069,0.000455726,5.18335e-07,0.00045507,1,7.45987,0.725518,0.518335,7.2069
0.000413401,-6.75826,7.2036,0.0182507,0.536408,0.536408,-0.000912535,-0.00767079,0.00767079,6.89427e-08,-0.00629107,-0.00675826,0.0072036,0.000912535,5.36408e-07,0.00091193,1,7.67516,0.916901,0.536408,7.2036
0.000413925,-6.77882,7.2006,0.0294084,0.548819,0.548819,-0.00147042,-0.00824924,0.00824924,4.7343e-08,-0.00573018,-0.00677882,0.0072006,0.00147042,5.48819e-07,0.00146982,1,7.88213,1.1033,0.548819,7.2006
0.00041445,-6.79875,7.19794,0.0424503,0.558365,0.558365,-0.00212252,-0.00892127,0.00892127,3.64178e-08,-0.00507542,-0.00679875,0.00719794,0.00212252,5.58365e-07,0.00212192,1,8.08054,1.28179,0.558365,7.19794
0.000414974,-6.81907,7.19566,0.0572599,0.566148,0.566148,-0.002863,-0.00968207,0.00968207,2.9689e-08,-0.00433267,-0.00681907,0.00719566,0.002863,5.66148e-07,0.0028624,1,8.27018,1.45111,0.566148,7.19566
0.000415498,-6.84027,7.19383,0.0737242,0.57272,0.57272,-0.00368621,-0.0105265,0.0105265,2.50708e-08,-0.00350761,-0.00684027,0.00719383,0.00368621,5.7272e-07,0.00368561,1,8.45086,1.61059,0.57272,7.19383
0.000416023,-6.86259,7.19246,0.0917302,0.578403,0.578403,-0.00458651,-0.0114491,0.0114491,2.16765e-08,-0.00260595,-0.00686259,0.00719246,0.00458651,5.78403e-07,0.00458591,1,8.62236,1.75976,0.578403,7.19246
0.000416547,-6.88617,7.1916,0.111164,0.583399,0.583399,-0.00555821,-0.0124444,0.0124444,1.90607e-08,-0.00163339,-0.00688617,0.0071916,0.00555821,5.83399e-07,0.00555761,1,8.7845,1.89834,0.583399,7.1916
0.000417071,-6.91105,7.19129,0.131911,0.587849,0.587849,-0.00659557,-0.0135066,0.0135066,1.69739e-08,-0.00059572,-0.00691105,0.00719129,0.00659557,5.87849e-07,0.00659496,1,8.93712,2.02607,0.587849,7.19129
0.000417595,-6.93726,7.19155,0.153856,0.59185,0.59185,-0.00769279,-0.0146301,0.0146301,1.5264e-08,0.000501238,-0.00693726,0.00719155,0.00769279,5.9185e-07,0.00769218,1,9.08003,2.14277,0.59185,7.19155
0.00041812,-6.96478,7.19242,0.176881,0.595476,0.595476,-0.00884404,-0.0158088,0.0158088,1.3833e-08,0.00165162,-0.00696478,0.00719242,0.00884404,5.95476e-07,0.00884343,1,9.2131,2.24832,0.595476,7.19242
0.000418644,-6.99357,7.19391,0.200869,0.598783,0.598783,-0.0100434,-0.017037,0.017037,1.26144e-08,0.00284953,-0.00699357,0.00719391,0.0100434,5.98783e-07,0.0100428,1,9.33616,2.3426,0.598783,7.19391
0.000419168,-7.02357,7.19606,0.225702,0.601814,0.601814,-0.0112851,-0.0183087,0.0183087,1.15617e-08,0.00408906,-0.00702357,0.00719606,0.0112851,6.01814e-07,0.0112845,1,9.4491,2.42553,0.601814,7.19606
0.000419693,-7.05474,7.19887,0.251262,0.604604,0.604604,-0.0125631,-0.0196179,0.0196179,1.06409e-08,0.00536425,-0.00705474,0.00719887,0.0125631,6.04604e-07,0.0125625,1,9.55178,2.49705,0.604604,7.19887
0.000420217,-7.08698,7.20237,0.277431,0.60718,0.60718,-0.0138716,-0.0209585,0.0209585,9.82685e-09,0.00666919,-0.00708698,0.00720237,0.0138716,6.0718e-07,0.0138709,1,9.6441,2.55712,0.60718,7.20237
0.000420741,-7.12021,7.20656,0.304089,0.609565,0.609565,-0.0152045,-0.0223247,0.0223247,9.10029e-09,0.00799791,-0.00712021,0.00720656,0.0152045,6.09565e-07,0.0152039,1,9.72595,2.60574,0.609565,7.20656
0.000421265,-7.15436,7.21146,0.331119,0.611779,0.611779,-0.016556,-0.0237103,0.0237103,8.44638e-09,0.00934451,-0.00715436,0.00721146,0.016556,6.11779e-07,0.0165553,1,9.79726,2.6429,0.611779,7.21146
0.00042179,-7.18931,7.21707,0.358403,0.613838,0.613838,-0.0179201,-0.0251094,0.0251094,7.85336e-09,0.0107031,-0.00718931,0.00721707,0.0179201,6.13838e-07,0.0179195,1,9.85793,2.66862,0.613838,7.21707
0.000422314,-7.22497,7.2234,0.385822,0.615755,0.615755,-0.0192911,-0.0265161,0.0265161,7.31182e-09,0.0120677,-0.00722497,0.0072234,0.0192911,6.15755e-07,0.0192905,1,9.9079,2.68293,0.615755,7.2234
0.000422838,-7.26124,7.23044,0.41326,0.617541,0.617541,-0.020663,-0.0279242,0.0279242,6.81414e-09,0.0134326,-0.00726124,0.00723044,0.020663,6.17541e-07,0.0206624,1,9.94712,2.68588,0.617541,7.23044
0.000423363,-7.298,7.23819,0.440601,0.619207,0.619207,-0.0220301,-0.0293281,0.0293281,6.35404e-09,0.0147919,-0.007298,0.00723819,0.0220301,6.19207e-07,0.0220294,1,9.97555,2.67755,0.619207,7.23819
0.000423887,-7.33515,7.24666,0.467729,0.62076,0.62076,-0.0233865,-0.0307216,0.0307216,5.92631e-09,0.0161398,-0.00733515,0.00724666,0.0233865,6.2076e-07,0.0233858,1,9.99316,2.65801,0.62076,7.24666
0.000424411,-7.37256,7.25582,0.494531,0.622209,0.622209,-0.0247266,-0.0320991,0.0320991,5.52657e-09,0.0174707,-0.00737256,0.00725582,0.0247266,6.22209e-07,0.0247259,1,9.99992,2.62736,0.622209,7.25582
0.000424935,-7.41011,7.26566,0.520893,0.623559,0.623559,-0.0260447,-0.0334548,0.0334548,5.15113e-09,0.018779,-0.00741011,0.00726566,0.0260447,6.23559e-07,0.026044,1,9.99583,2.58571,0.623559,7.26566
0.00042546,-7.4477,7.27618,0.546704,0.624817,0.624817,-0.0273352,-0.0347829,0.0347829,4.7968e-09,0.020059,-0.0074477,0.00727618,0.0273352,6.24817e-07,0.0273346,1,9.98089,2.53319,0.624817,7.27618
0.000425984,-7.48519,7.28735,0.571853,0.625986,0.625986,-0.0285927,-0.0360779,0.0360779,4.46083e-09,0.0213053,-0.00748519,0.00728735,0.0285927,6.25986e-07,0.028592,1,9.95513,2.46994,0.625986,7.28735
0.000426508,-7.52246,7.29915,0.596233,0.627072,0.627072,-0.0298116,-0.0373341,0.0373341,4.14083e-09,0.0225125,-0.00752246,0.00729915,0.0298116,6.27072e-07,0.029811,1,9.91856,2.3961,0.627072,7.29915
0.000427033,-7.55938,7.31156,0.619736,0.628077,0.628077,-0.0309868,-0.0385462,0.0385462,3.83468e-09,0.0236752,-0.00755938,0.00731156,0.0309868,6.28077e-07,0.0309862,1,9.87123,2.31185,0.628077,7.31156
0.000427557,-7.59582,7.32456,0.642258,0.629005,0.629005,-0.0321129,-0.0397087,0.0397087,3.5405e-09,0.0247883,-0.00759582,0.00732456,0.0321129,6.29005e-07,0.0321123,1,9.81319,2.21737,0.629005,7.32456
0.000428081,-7.63167,7.33811,0.663696,0.629859,0.629859,-0.0331848,-0.0408165,0.0408165,3.25659e-09,0.0258467,-0.00763167,0.00733811,0.0331848,6.29859e-07,0.0331842,1,9.7445,2.11284,0.629859,7.33811
0.000428605,-7.66678,7.35219,0.683949,0.63064,0.63064,-0.0341975,-0.0418642,0.0418642,2.98142e-09,0.0268453,-0.00766678,0.00735219,0.0341975,6.3064e-07,0.0341968,1,9.66524,1.99846,0.63064,7.35219
0.00042913,-7.70102,7.36675,0.702919,0.631352,0.631352,-0.035146,-0.042847,0.042847,2.71355e-09,0.0277792,-0.00770102,0.00736675,0.035146,6.31352e-07,0.0351453,1,9.57549,1.87447,0.631352,7.36675
0.000429654,-7.73427,7.38177,0.720511,0.631994,0.631994,-0.0360255,-0.0437598,0.0437598,2.45165e-09,0.0286438,-0.00773427,0.00738177,0.0360255,6.31994e-07,0.0360249,1,9.47535,1.74108,0.631994,7.38177
0.000430178,-7.7664,7.3972,0.73663,0.63257,0.63257,-0.0368315,-0.0445979,0.0445979,2.19448e-09,0.0294343,-0.0077664,0.0073972,0.0368315,6.3257e-07,0.0368309,1,9.36493,1.59853,0.63257,7.3972
0.000430703,-7.79727,7.41301,0.751186,0.633078,0.633078,-0.0375593,-0.0453566,0.0453566,1.94082e-09,0.0301463,-0.00779727,0.00741301,0.0375593,6.33078e-07,0.0375587,1,9.24434,1.44707,0.633078,7.41301
0.000431227,-7.82675,7.42914,0.764092,0.633521,0.633521,-0.0382046,-0.0460313,0.0460313,1.68949e-09,0.0307754,-0.00782675,0.00742914,0.0382046,6.33521e-07,0.0382039,1,9.11373,1.28698,0.633521,7.42914
0.000431751,-7.85472,7.44556,0.775261,0.633899,0.633899,-0.038763,-0.0466178,0.0466178,1.43932e-09,0.0313175,-0.00785472,0.00744556,0.038763,6.33899e-07,0.0387624,1,8.97323,1.11851,0.633899,7.44556
0.000432275,-7.88104,7.46222,0.784611,0.63421,0.63421,-0.0392306,-0.0471116,0.0471116,1.18913e-09,0.0317684,-0.00788104,0.00746222,0.0392306,6.3421e-07,0.0392299,1,8.82299,0.941951,0.63421,7.46222
0.0004328,-7.90558,7.47906,0.792065,0.634456,0.634456,-0.0396032,-0.0475088,0.0475088,9.37715e-10,0.0321242,-0.00790558,0.00747906,0.0396032,6.34456e-07,0.0396026,1,8.66317,0.757596,0.634456,7.47906
0.000433324,-7.92821,7.49604,0.797544,0.634635,0.634635,-0.0398772,-0.0478054,0.0478054,6.83798e-10,0.0323812,-0.00792821,0.00749604,0.0398772,6.34635e-07,0.0398766,1,8.49396,0.565747,0.634635,7.49604
0.000433848,-7.94882,7.51309,0.800977,0.634747,0.634747,-0.0400489,-0.0479977,0.0479977,4.26043e-10,0.0325358,-0.00794882,0.00751309,0.0400489,6.34747e-07,0.0400482,1,8.31553,0.366713,0.634747,7.51309
0.000434373,-7.96726,7.53018,0.802295,0.63479,0.63479,-0.0401147,-0.048082,0.048082,1.62999e-10,0.0325846,-0.00796726,0.00753018,0.0401147,6.3479e-07,0.0401141,1,8.12808,0.160817,0.63479,7.53018
0.000434897,-7.98342,7.54723,0.80143,0.634762,0.634762,-0.0400715,-0.0480549,0.0480549,-1.06921e-10,0.0325243,-0.00798342,0.00754723,0.0400715,6.34762e-07,0.0400709,1,7.93181,-0.0516158,0.634762,7.54723
0.000435421,-7.99717,7.56419,0.798322,0.634661,0.634661,-0.0399161,-0.0479132,0.0479132,-3.85485e-10,0.0323519,-0.00799717,0.00756419,0.0399161,6.34661e-07,0.0399154,1,7.72693,-0.270247,0.634661,7.56419
0.000435945,-8.00839,7.581,0.792909,0.634484,0.634484,-0.0396455,-0.0476539,0.0476539,-6.74688e-10,0.0320645,-0.00800839,0.007581,0.0396455,6.34484e-07,0.0396448,1,7.51366,-0.494733,0.634484,7.581
0.00043647,-8.01697,7.5976,0.785139,0.634228,0.634228,-0.0392569,-0.0472739,0.0472739,-9.76815e-10,0.0316593,-0.00801697,0.0075976,0.0392569,6.34228e-07,0.0392563,1,7.29225,-0.724721,0.634228,7.5976
0.000436994,-8.02277,7.61392,0.774958,0.633888,0.633888,-0.0387479,-0.0467707,0.0467707,-1.29452e-09,0.031134,-0.00802277,0.00761392,0.0387479,6.33888e-07,0.0387473,1,7.06292,-0.959853,0.633888,7.61392
0.000437518,-8.02569,7.62991,0.762319,0.633461,0.633461,-0.038116,-0.0461416,0.0461416,-1.63092e-09,0.030486,-0.00802569,0.00762991,0.038116,6.33461e-07,0.0381153,1,6.82592,-1.19976,0.633461,7.62991
0.000438043,-8.0256,7.64549,0.747179,0.632939,0.632939,-0.0373589,-0.0453845,0.0453845,-1.98973e-09,0.0297134,-0.0080256,0.00764549,0.0373589,6.32939e-07,0.0373583,1,6.58152,-1.44408,0.632939,7.64549
0.000438567,-8.02241,7.66059,0.729496,0.632317,0.632317,-0.0364748,-0.0444972,0.0444972,-2.37545e-09,0.0288142,-0.00802241,0.00766059,0.0364748,6.32317e-07,0.0364742,1,6.32998,-1.69242,0.632317,7.66059
0.000439091,-8.01598,7.67516,0.709236,0.631584,0.631584,-0.0354618,-0.0434778,0.0434778,-2.79358e-09,0.0277866,-0.00801598,0.00767516,0.0354618,6.31584e-07,0.0354612,1,6.07157,-1.94441,0.631584,7.67516
0.000439615,-8.00622,7.68912,0.686366,0.630732,0.630732,-0.0343183,-0.0423245,0.0423245,-3.25095e-09,0.0266292,-0.00800622,0.00768912,0.0343183,6.30732e-07,0.0343177,1,5.80658,-2.19964,0.630732,7.68912
0.00044014,-7.99301,7.70241,0.660859,0.629747,0.629747,-0.033043,-0.041036,0.041036,-3.75616e-09,0.0253406,-0.00799301,0.00770241,0.033043,6.29747e-07,0.0330423,1,5.53528,-2.45774,0.629747,7.70241
0.000440664,-7.97625,7.71495,0.632691,0.628615,0.628615,-0.0316346,-0.0396108,0.0396108,-4.32029e-09,0.0239196,-0.00797625,0.00771495,0.0316346,6.28615e-07,0.0316339,1,5.25797,-2.71828,0.628615,7.71495
0.000441188,-7.95583,7.72667,0.601843,0.627315,0.627315,-0.0300921,-0.038048,0.038048,-4.9578e-09,0.0223655,-0.00795583,0.00772667,0.0300921,6.27315e-07,0.0300915,1,4.97496,-2.98087,0.627315,7.72667
0.000441713,-7.93164,7.73752,0.5683,0.625824,0.625824,-0.028415,-0.0363466,0.0363466,-5.68798e-09,0.0206775,-0.00793164,0.00773752,0.028415,6.25824e-07,0.0284144,1,4.68656,-3.24508,0.625824,7.73752
0.000442237,-7.90356,7.7474,0.532051,0.62411,0.62411,-0.0266025,-0.0345061,0.0345061,-6.5372e-09,0.0188551,-0.00790356,0.0077474,0.0266025,6.2411e-07,0.0266019,1,4.39306,-3.5105,0.62411,7.7474
0.000442761,-7.87148,7.75626,0.493091,0.622133,0.622133,-0.0246546,-0.032526,0.032526,-7.5425e-09,0.0168983,-0.00787148,0.00775626,0.0246546,6.22133e-07,0.0246539,1,4.0948,-3.77668,0.622133,7.75626
0.000443286,-7.83528,7.76402,0.451419,0.619837,0.619837,-0.022571,-0.0304062,0.0304062,-8.75772e-09,0.0148069,-0.00783528,0.00776402,0.022571,6.19837e-07,0.0225704,1,3.7921,-4.04318,0.619837,7.76402
0.00044381,-7.79481,7.77062,0.40704,0.617147,0.617147,-0.020352,-0.0281468,0.0281468,-1.02641e-08,0.0125814,-0.00779481,0.00777062,0.020352,6.17147e-07,0.0203514,1,3.48528,-4.30953,0.617147,7.77062
0.000444334,-7.74989,7.77598,0.359964,0.613951,0.613951,-0.0179982,-0.0257481,0.0257481,-1.21907e-08,0.0102222,-0.00774989,0.00777598,0.0179982,6.13951e-07,0.0179976,1,3.17468,-4.57521,0.613951,7.77598
0.000444858,-7.70032,7.78003,0.310207,0.610083,0.610083,-0.0155104,-0.0232107,0.0232107,-1.4755e-08,0.00773034,-0.00770032,0.00778003,0.0155104,6.10083e-07,0.0155098,1,2.86064,-4.83969,0.610083,7.78003
0.000445383,-7.64578,7.78271,0.257797,0.605271,0.605271,-0.0128898,-0.0205356,0.0205356,-1.83562e-08,0.00510714,-0.00764578,0.00778271,0.0128898,6.05271e-07,0.0128893,1,2.54349,-5.10229,0.605271,7.78271
0.000445907,-7.58574,7.78394,0.202771,0.599028,0.599028,-0.0101386,-0.0177243,0.0177243,-2.38141e-08,0.00235462,-0.00758574,0.00778394,0.0101386,5.99028e-07,0.010138,1,2.22358,-5.36216,0.599028,7.78394
0.000446431,-7.51921,7.78367,0.145194,0.590344,0.590344,-0.00725968,-0.0147789,0.0147789,-3.31299e-08,-0.000523993,-0.00751921,0.00778367,0.00725968,5.90344e-07,0.00725912,1,1.90126,-5.61795,0.590344,7.78367
0.000446956,-7.44349,7.78182,0.0851918,0.57648,0.57648,-0.00425959,-0.0117031,0.0117031,-5.28848e-08,-0.00352223,-0.00744349,0.00778182,0.00425959,5.7648e-07,0.00425907,1,1.57687,-5.86662,0.57648,7.78182
0.00044748,-7.34438,7.77835,0.0232782,0.542742,0.542742,-0.00116391,-0.00850829,0.00850829,-1.28701e-07,-0.00661444,-0.00734438,0.00777835,0.00116391,5.42742e-07,0.0011635,1,1.25078,-6.0936,0.542742,7.77835
0.000448004,-5.9035,7.77428,-0.000125246,-0.870649,-0.870649,6.26231e-06,-0.00589724,0.00589724,-5.39166e-06,-0.00778054,-0.0059035,0.00777428,-6.26231e-06,-8.70649e-07,-1e-12,1,0.923327,-4.98017,-0.870649,7.77428
0.000448528,-4.07978,7.7702,-0.000192627,-2.69023,-2.69023,9.63137e-06,-0.00407015,0.00407015,-6.94114e-06,-0.00777983,-0.00407978,0.0077702,-9.63137e-06,-2.69023e-06,-1e-12,1,0.594872,-3.4849,-2.69023,7.7702
0.000449053,-2.76751,7.76612,-0.000179777,-3.99843,-3.99843,8.98885e-06,-0.00275852,0.00275852,-4.99042e-06,-0.00777511,-0.00276751,0.00776612,-8.98885e-06,-3.99843e-06,-1e-12,1,0.265773,-2.50173,-3.99843,7.76612
0.000449577,-1.79351,7.76205,-0.000173367,-4.96836,-4.96836,8.66833e-06,-0.00178485,0.00178485,-3.69997e-06,-0.00777071,-0.00179351,0.00776205,-8.66833e-06,-4.96836e-06,-1e-12,1,-0.0636156,-1.85713,-4.96836,7.76205
0.000450101,-1.04141,7.75797,-0.000171399,-5.7164,-5.7164,8.56993e-06,-0.00103284,0.00103284,-2.85353e-06,-0.00776654,-0.00104141,0.00775797,-8.56993e-06,-5.7164e-06,-1e-12,1,-0.392935,-1.43434,-5.7164,7.75797
0.000450626,-0.434963,7.7539,-0.000172333,-6.31877,-6.31877,8.61664e-06,-0.000426346,0.000426346,-2.29787e-06,-0.00776252,-0.000434963,0.0077539,-8.61664e-06,-6.31877e-06,-1e-12,1,-0.721827,-1.15679,-6.31877,7.7539
0.00045115,0.0756847,7.74984,-0.000175156,-6.82535,-6.82535,8.75779e-06,8.44425e-05,-8.44425e-05,-1.93244e-06,-0.00775859,7.56847e-05,0.00774984,-8.75779e-06,-6.82535e-06,-1e-12,1,-1.04994,-0.974252,-6.82535,7.74984
0.000451674,0.523115,7.74577,-0.0001792,-7.26871,-7.26871,8.96e-06,0.000532075,-0.000532075,-1.69129e-06,-0.00775473,0.000523115,0.00774577,-8.96e-06,-7.26871e-06,-1e-12,1,-1.37691,-0.853792,-7.26871,7.74577
0.000452198,0.928573,7.74171,-0.000184026,-7.6701,-7.6701,9.20128e-06,0.000937775,-0.000937775,-1.53118e-06,-0.00775091,0.000928573,0.00774171,-9.20128e-06,-7.6701e-06,-1e-12,1,-1.70238,-0.77381,-7.6701,7.74171
0.000452723,1.30587,7.73765,-0.000189342,-8.04333,-8.04333,9.46708e-06,0.00131534,-0.00131534,-1.42376e-06,-0.00774711,0.00130587,0.00773765,-9.46708e-06,-8.04333e-06,-1e-12,1,-2.02601,-0.720143,-8.04333,7.73765
0.000453247,1.66394,7.73359,-0.000194955,-8.39733,-8.39733,9.74776e-06,0.00167369,-0.00167369,-1.35043e-06,-0.00774333,0.00166394,0.00773359,-9.74776e-06,-8.39733e-06,-1e-12,1,-2.34744,-0.683502,-8.39733,7.73359
0.000453771,2.00853,7.72953,-0.000200737,-8.73786,-8.73786,1.00368e-05,0.00201856,-0.00201856,-1.29899e-06,-0.00773957,0.00200853,0.00772953,-1.00368e-05,-8.73786e-06,-1e-12,1,-2.66633,-0.657799,-8.73786,7.72953
0.000454296,2.34328,7.72547,-0.0002066,-9.06854,-9.06854,1.033e-05,0.00235361,-0.00235361,-1.26147e-06,-0.0077358,0.00234328,0.00772547,-1.033e-05,-9.06854e-06,-1e-12,1,-2.98232,-0.639041,-9.06854,7.72547
0.00045482,2.67046,7.72142,-0.000212486,-9.39166,-9.39166,1.06243e-05,0.00268108,-0.00268108,-1.23262e-06,-0.00773204,0.00267046,0.00772142,-1.06243e-05,-9.39166e-06,-1e-12,1,-3.29507,-0.624612,-9.39166,7.72142
0.000455344,2.99145,7.71737,-0.000218352,-9.7086,-9.7086,1.09176e-05,0.00300237,-0.00300237,-1.209e-06,-0.00772828,0.00299145,0.00771737,-1.09176e-05,-9.7086e-06,-1e-12,1,-3.60425,-0.612801,-9.7086,7.71737
0.000455868,3.30703,7.71332,-0.00022417,-10.0201,-10.0201,1.12085e-05,0.00331824,-0.00331824,-1.18839e-06,-0.00772453,0.00330703,0.00771332,-1.12085e-05,-1.00201e-05,-1e-12,1,-3.90952,-0.602484,-10.0201,7.71332
0.000456393,3.61761,7.70927,-0.000229919,-10.3267,-10.3267,1.1496e-05,0.00362911,-0.00362911,-1.1693e-06,-0.00772076,0.00361761,0.00770927,-1.1496e-05,-1.03267e-05,-1e-12,1,-4.21054,-0.592931,-10.3267,7.70927
0.000456917,3.92334,7.70522,-0.000235582,-10.6283,-10.6283,1.17791e-05,0.00393512,-0.00393512,-1.15079e-06,-0.007717,0.00392334,0.00770522,-1.17791e-05,-1.06283e-05,-1e-12,1,-4.507,-0.583663,-10.6283,7.70522
